Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,InnerLoop_3_2,InnerLoop_3_3,Area,Weight,is_pareto
workload_620.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,88,1,1,3,5,block_4_2,block_4_2,complete_1,block_2_1,complete_1,unroll_2,pipeline,unroll,unroll_2,unroll_2,pipeline,2.5,1.0,True
workload_621.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,93,1,1,3,5,block_4_2,block_4_2,block_2_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll,unroll_4,pipeline_1,pipeline,2.5,1.0,True
workload_622.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,88,1,1,3,5,complete_1,block_4_2,block_8_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,pipeline,pipeline,2.5,1.0,True
workload_623.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,89,1,1,3,5,cyclic_2_2,complete_2,block_4_1,block_4_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,pipeline,unroll_2,2.5,1.0,True
workload_624.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,90,1,1,3,5,block_4_2,complete_2,complete_1,complete_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,pipeline_1,pipeline_1,2.5,1.0,True
workload_625.cpp,xczu7ev-ffvc1156-2-e,10.0,124.24126,88,1,1,2,5,complete_2,complete_1,block_8_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll_2,pipeline_1,pipeline,2.25,1.0,True
workload_626.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,88,1,1,3,5,cyclic_2_2,block_2_2,complete_1,block_2_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,unroll_4,unroll_2,2.5,1.0,True
workload_627.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,91,1,1,3,5,complete_2,block_4_2,complete_1,block_4_1,complete_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,2.5,1.0,True
workload_628.cpp,xczu7ev-ffvc1156-2-e,10.0,124.24126,86,1,1,2,5,complete_2,complete_2,block_4_1,block_4_1,cyclic_4_1,unroll_2,pipeline,pipeline_1,unroll_4,pipeline,unroll_8,2.25,1.0,True
workload_629.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,88,1,1,3,5,complete_1,complete_1,block_4_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,pipeline,unroll_2,2.5,1.0,True
workload_630.cpp,xczu7ev-ffvc1156-2-e,10.0,124.24126,86,1,1,2,5,block_4_2,complete_2,block_4_1,block_4_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,pipeline_1,pipeline,unroll_8,2.25,1.0,True
workload_631.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,86,1,1,3,5,cyclic_2_2,complete_2,block_2_1,complete_1,cyclic_8_1,unroll_2,pipeline,unroll,pipeline_1,unroll_4,pipeline,2.5,1.0,True
workload_632.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,82,1,1,3,5,block_4_2,cyclic_8_2,block_2_1,block_4_1,cyclic_8_1,unroll_2,pipeline,unroll,pipeline_1,pipeline,unroll_8,2.5,1.0,True
workload_633.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,83,1,1,3,5,cyclic_2_2,complete_2,block_2_1,block_4_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,pipeline_1,unroll_2,unroll_8,2.5,1.0,True
workload_634.cpp,xczu7ev-ffvc1156-2-e,10.0,124.24126,88,1,1,2,5,cyclic_2_2,complete_2,block_8_1,complete_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,pipeline_1,pipeline,unroll_2,2.25,1.0,True
workload_635.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,90,1,1,3,5,cyclic_2_2,block_4_2,block_8_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,pipeline_1,pipeline_1,2.5,1.0,True
workload_636.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,91,1,1,3,5,complete_2,complete_1,complete_1,complete_1,cyclic_4_1,unroll_2,pipeline,unroll,unroll_2,unroll,unroll_8,2.5,1.0,True
workload_637.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,91,1,1,3,5,complete_1,complete_1,block_2_1,cyclic_2_1,complete_1,unroll_2,pipeline,pipeline_1,pipeline_1,unroll_2,pipeline,2.5,1.0,True
workload_638.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,93,1,1,3,5,complete_1,complete_1,block_2_1,complete_1,cyclic_8_1,unroll_2,pipeline_1,unroll,unroll_2,unroll_2,pipeline_1,2.5,1.0,True
workload_639.cpp,xczu7ev-ffvc1156-2-e,10.0,124.24126,87,1,1,2,5,complete_2,complete_2,block_4_1,cyclic_4_1,cyclic_4_1,unroll_2,pipeline,pipeline_1,unroll_2,pipeline_1,unroll_2,2.25,1.0,True
workload_640.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,90,1,1,3,5,block_2_2,cyclic_8_2,block_4_1,complete_1,cyclic_8_1,unroll_2,pipeline,unroll,pipeline_1,unroll_2,pipeline,2.5,1.0,True
workload_641.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,91,1,1,3,5,complete_1,block_4_2,block_2_1,block_2_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,pipeline_1,pipeline,2.5,1.0,True
workload_642.cpp,xczu7ev-ffvc1156-2-e,10.0,124.24126,89,1,1,2,5,complete_1,complete_2,block_4_1,block_4_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll_4,pipeline_1,unroll_2,2.25,1.0,True
workload_643.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,95,1,1,3,5,complete_2,cyclic_8_2,block_8_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline,2.5,1.0,True
workload_644.cpp,xczu7ev-ffvc1156-2-e,10.0,124.24126,85,1,1,2,5,block_2_2,complete_2,complete_1,complete_1,complete_1,unroll_2,pipeline,pipeline_1,unroll_4,pipeline_1,pipeline,2.25,1.0,True
workload_645.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,89,1,1,3,5,complete_1,complete_2,block_2_1,block_2_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll_2,unroll_2,unroll_8,2.5,1.0,True
workload_646.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,88,1,1,3,5,cyclic_2_2,complete_2,complete_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,unroll_2,unroll_8,2.5,1.0,True
workload_647.cpp,xczu7ev-ffvc1156-2-e,10.0,124.24126,86,1,1,2,5,complete_2,complete_2,complete_1,block_8_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll_2,pipeline_1,unroll_2,2.25,1.0,True
workload_648.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,89,1,1,3,5,cyclic_2_2,complete_2,block_4_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,unroll,unroll_2,pipeline,unroll_2,2.5,1.0,True
workload_649.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,83,1,1,3,5,block_4_2,block_2_2,complete_1,block_2_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,pipeline_1,pipeline,2.5,1.0,True
workload_650.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,89,1,1,3,5,cyclic_2_2,block_4_2,complete_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,unroll_2,unroll_8,2.5,1.0,True
workload_651.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,88,1,1,3,5,block_2_2,complete_2,block_2_1,block_4_1,block_8_1,unroll_2,pipeline,pipeline_1,unroll_4,unroll_4,pipeline,2.5,1.0,True
workload_652.cpp,xczu7ev-ffvc1156-2-e,10.0,124.24126,87,1,1,2,5,complete_2,block_4_2,complete_1,block_4_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll_2,pipeline,unroll_8,2.25,1.0,True
workload_653.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,91,1,1,3,5,cyclic_2_2,complete_2,block_2_1,block_2_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll_4,unroll_2,pipeline_1,2.5,1.0,True
workload_655.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,84,1,1,3,5,cyclic_2_2,block_4_2,block_2_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,pipeline,pipeline,2.5,1.0,True
workload_656.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,88,1,1,3,5,complete_2,block_4_2,complete_1,block_4_1,complete_1,unroll_2,pipeline,pipeline_1,pipeline_1,unroll_2,unroll_8,2.5,1.0,True
workload_657.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,94,1,1,3,5,block_4_2,complete_2,complete_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll,unroll_4,pipeline_1,pipeline,2.5,1.0,True
workload_658.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,92,1,1,3,5,complete_2,complete_2,block_8_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline,2.5,1.0,True
workload_659.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,91,1,1,3,5,complete_2,cyclic_8_2,block_2_1,block_4_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_4,unroll_2,unroll_8,2.5,1.0,True
workload_660.cpp,xczu7ev-ffvc1156-2-e,10.0,124.24126,85,1,1,2,5,complete_1,complete_1,complete_1,block_2_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll_4,pipeline_1,pipeline,2.25,1.0,True
workload_661.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,81,1,1,3,5,block_4_2,block_4_2,complete_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,pipeline,pipeline,2.5,1.0,True
workload_662.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,87,1,1,3,5,block_4_2,complete_1,block_4_1,block_4_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,pipeline_1,unroll_2,unroll_8,2.5,1.0,True
workload_663.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,92,1,1,3,5,complete_1,complete_1,complete_1,complete_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,pipeline_1,pipeline,2.5,1.0,True
workload_664.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,87,1,1,3,5,block_4_2,block_2_2,complete_1,complete_1,cyclic_4_1,unroll_2,pipeline,pipeline_1,unroll_2,unroll_2,pipeline,2.5,1.0,True
workload_665.cpp,xczu7ev-ffvc1156-2-e,10.0,22.78376,84,1,1,3,5,block_2_2,cyclic_8_2,block_4_1,block_8_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll,unroll_4,pipeline,2.5,0.9994903127167797,False
workload_666.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,87,1,1,3,5,block_4_2,complete_2,block_2_1,complete_1,cyclic_8_1,unroll_2,pipeline,unroll,pipeline_1,pipeline_1,unroll_8,2.5,1.0,True
workload_667.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,89,1,1,3,5,complete_1,complete_1,block_2_1,block_4_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,pipeline_1,unroll,unroll_8,2.5,1.0,True
workload_668.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,89,1,1,3,5,complete_1,complete_1,complete_1,block_2_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,unroll_2,unroll_8,2.5,1.0,True
workload_669.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,90,1,1,3,5,cyclic_2_2,complete_2,complete_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline_1,unroll,unroll_2,pipeline_1,pipeline,2.5,1.0,True
workload_670.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,84,1,1,3,5,complete_1,block_8_2,block_2_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,pipeline,pipeline,2.5,1.0,True
workload_671.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,88,1,1,3,5,block_4_2,block_4_2,complete_1,complete_1,cyclic_8_1,unroll_2,pipeline_1,unroll,pipeline_1,pipeline_1,pipeline,2.5,1.0,True
workload_672.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,83,1,1,3,5,cyclic_2_2,cyclic_8_2,block_2_1,block_4_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,pipeline,unroll_8,2.5,1.0,True
workload_673.cpp,xczu7ev-ffvc1156-2-e,10.0,22.56224,114,1,1,6,10,block_2_2,complete_2,complete_1,complete_1,cyclic_8_1,unroll_4,pipeline,pipeline_1,unroll_2,unroll_2,pipeline,4.5,0.8936802616539342,False
workload_674.cpp,xczu7ev-ffvc1156-2-e,10.0,124.24126,84,1,1,2,5,block_2_2,complete_2,block_4_1,block_4_1,block_8_1,unroll_2,pipeline,pipeline_1,pipeline_1,pipeline,pipeline,2.25,1.0,True
workload_675.cpp,xczu7ev-ffvc1156-2-e,10.0,124.24126,85,1,1,2,5,complete_1,block_4_2,complete_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll_2,pipeline_1,pipeline,2.25,1.0,True
workload_676.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,85,1,1,3,5,cyclic_2_2,complete_2,block_4_1,block_4_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,unroll_2,unroll_2,2.5,1.0,True
workload_677.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,87,1,1,3,5,complete_2,block_2_2,complete_1,block_4_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,pipeline_1,unroll_2,pipeline,2.5,1.0,True
workload_678.cpp,xczu7ev-ffvc1156-2-e,10.0,489.06626,100,1,1,3,15,block_2_2,complete_2,block_2_1,block_4_1,cyclic_8_1,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline,5.0,0.2714491189419004,False
workload_679.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,85,1,1,3,5,complete_1,complete_1,complete_1,complete_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,unroll_2,pipeline,2.5,1.0,True
workload_680.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,87,1,1,3,5,complete_1,complete_2,block_2_1,block_2_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,pipeline_1,pipeline,2.5,1.0,True
workload_681.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,89,1,1,3,5,cyclic_2_2,complete_1,complete_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,unroll_2,unroll_8,2.5,1.0,True
workload_682.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,92,1,1,3,5,block_4_2,complete_1,block_2_1,block_4_1,cyclic_8_1,unroll_2,pipeline_1,unroll,unroll_2,unroll_2,pipeline_1,2.5,1.0,True
workload_683.cpp,xczu7ev-ffvc1156-2-e,10.0,124.24126,87,1,1,2,5,complete_1,complete_1,block_2_1,block_4_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,pipeline_1,pipeline_1,unroll_8,2.25,1.0,True
workload_684.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,86,1,1,3,5,cyclic_2_2,complete_1,block_2_1,block_4_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll_4,unroll_2,pipeline_1,2.5,1.0,True
workload_685.cpp,xczu7ev-ffvc1156-2-e,10.0,124.24126,83,1,1,2,5,complete_1,complete_2,block_2_1,block_2_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,pipeline_1,pipeline_1,pipeline,2.25,1.0,True
workload_686.cpp,xczu7ev-ffvc1156-2-e,10.0,124.24126,84,1,1,2,5,cyclic_2_2,complete_2,complete_1,complete_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll_4,pipeline_1,unroll_2,2.25,1.0,True
workload_687.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,88,1,1,3,5,cyclic_2_2,block_4_2,complete_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,pipeline_1,pipeline,2.5,1.0,True
workload_688.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,86,1,1,3,5,block_2_2,complete_2,block_4_1,block_4_1,complete_1,unroll_2,pipeline,pipeline_1,pipeline_1,unroll_2,unroll_4,2.5,1.0,True
workload_689.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,86,1,1,3,5,block_4_2,complete_2,block_8_1,block_4_1,cyclic_8_1,unroll_2,pipeline,unroll,pipeline_1,pipeline,unroll_8,2.5,1.0,True
workload_690.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,87,1,1,3,5,block_4_2,block_4_2,complete_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline,unroll,pipeline_1,pipeline,pipeline,2.5,1.0,True
workload_691.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,86,1,1,3,5,complete_2,block_4_2,complete_1,cyclic_4_1,complete_1,unroll_2,pipeline,unroll,unroll_2,pipeline,pipeline,2.5,1.0,True
workload_692.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,90,1,1,3,5,complete_1,complete_1,block_2_1,complete_1,cyclic_8_1,unroll_2,pipeline_1,unroll,unroll_2,pipeline,pipeline_1,2.5,1.0,True
workload_693.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,92,1,1,3,5,block_4_2,cyclic_8_2,block_8_1,block_2_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,pipeline_1,pipeline,2.5,1.0,True
workload_694.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,83,1,1,3,5,complete_1,complete_1,complete_1,block_4_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,pipeline_1,unroll_2,unroll_8,2.5,1.0,True
workload_695.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,88,1,1,3,5,complete_2,block_4_2,complete_1,complete_1,complete_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,2.5,1.0,True
workload_696.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,88,1,1,3,5,block_4_2,block_4_2,complete_1,block_2_1,cyclic_8_1,unroll_2,pipeline_1,unroll,unroll_2,unroll,pipeline,2.5,1.0,True
workload_697.cpp,xczu7ev-ffvc1156-2-e,10.0,124.24126,89,1,1,2,5,complete_1,complete_2,block_2_1,block_2_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll_2,pipeline_1,unroll_8,2.25,1.0,True
workload_698.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,87,1,1,3,5,complete_2,cyclic_8_2,block_2_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll_2,unroll_2,pipeline,2.5,1.0,True
workload_699.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,87,1,1,3,5,block_4_2,complete_2,block_2_1,block_4_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll_4,unroll_4,unroll_8,2.5,1.0,True
workload_700.cpp,xczu7ev-ffvc1156-2-e,10.0,124.24126,86,1,1,2,5,complete_1,block_4_2,block_2_1,block_4_1,block_8_1,unroll_2,pipeline,pipeline_1,unroll_2,pipeline,pipeline,2.25,1.0,True
workload_701.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,87,1,1,3,5,complete_1,complete_1,complete_1,block_2_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_4,pipeline,pipeline,2.5,1.0,True
workload_702.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,88,1,1,3,5,block_4_2,complete_2,block_4_1,block_2_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,pipeline_1,unroll_2,unroll_8,2.5,1.0,True
workload_703.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,86,1,1,3,5,complete_2,complete_2,complete_1,block_4_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,unroll_4,unroll_2,2.5,1.0,True
workload_704.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,84,1,1,3,5,complete_1,complete_1,complete_1,block_2_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll_2,unroll_2,unroll_8,2.5,1.0,True
workload_705.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,80,1,1,3,5,complete_1,complete_1,complete_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,pipeline_1,pipeline,2.5,1.0,True
workload_706.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,88,1,1,3,5,block_4_2,block_4_2,complete_1,complete_1,cyclic_8_1,unroll_2,pipeline_1,unroll,unroll_2,pipeline_1,pipeline,2.5,1.0,True
workload_707.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,87,1,1,3,5,complete_1,complete_2,block_2_1,block_4_1,block_8_1,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll,pipeline,2.5,1.0,True
workload_708.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,97,1,1,3,5,cyclic_2_2,cyclic_8_2,block_2_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_4,unroll_2,unroll_8,2.5,1.0,True
workload_709.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,88,1,1,3,5,complete_1,complete_1,complete_1,complete_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,unroll_2,unroll_8,2.5,1.0,True
workload_710.cpp,xczu7ev-ffvc1156-2-e,10.0,124.24126,86,1,1,2,5,complete_2,block_2_2,block_4_1,block_4_1,cyclic_4_1,unroll_2,pipeline,pipeline_1,unroll_2,pipeline_1,unroll_2,2.25,1.0,True
workload_711.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,88,1,1,3,5,block_2_2,complete_1,block_2_1,block_4_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,pipeline_1,unroll_4,unroll_8,2.5,1.0,True
workload_712.cpp,xczu7ev-ffvc1156-2-e,10.0,22.38376,85,1,1,3,5,cyclic_2_2,complete_2,complete_1,complete_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,pipeline_1,pipeline,2.5,1.0,True
workload_713.cpp,xczu7ev-ffvc1156-2-e,10.0,124.24126,89,1,1,2,5,complete_1,block_4_2,block_4_1,block_4_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll_2,pipeline,pipeline,2.25,1.0,True
workload_720.cpp,xczu7ev-ffvc1156-2-e,5.0,252.50188,103,1,2,3,9,complete_2,complete_1,cyclic_8_1,complete_1,block_4_1,unroll_2,unroll_2,unroll,unroll,pipeline_1,unroll_2,3.75,0.5335563149641702,False
workload_722.cpp,xczu7ev-ffvc1156-2-e,5.0,11.946425,393,1,1,11,20,complete_2,complete_1,cyclic_4_1,block_4_1,cyclic_2_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_2,pipeline_1,8.25,0.7029074852942021,False
workload_723.cpp,xczu7ev-ffvc1156-2-e,5.0,217.761455,938,1,1,16,57,cyclic_8_2,block_2_2,complete_1,block_4_1,cyclic_2_1,unroll_8,unroll_2,unroll,unroll_8,pipeline_1,unroll,18.75,0.23242301027022605,False
workload_724.cpp,xczu7ev-ffvc1156-2-e,5.0,194.081455,1070,1,2,17,41,complete_1,block_8_2,block_4_1,block_2_1,complete_1,unroll_8,unroll_2,unroll,pipeline_1,pipeline,unroll,15.25,0.3267381124530775,False
workload_730.cpp,xczu7ev-ffvc1156-2-e,5.0,11.946425,432,1,1,11,20,complete_1,cyclic_4_2,complete_1,block_4_1,block_4_1,unroll_8,pipeline,pipeline,pipeline_1,unroll_4,unroll_2,8.25,0.7029074852942021,False
workload_731.cpp,xczu7ev-ffvc1156-2-e,5.0,190.401455,433,1,1,8,17,cyclic_2_2,block_2_2,complete_1,complete_1,cyclic_8_1,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline,6.75,0.5752511205087928,False
workload_737.cpp,xczu7ev-ffvc1156-2-e,5.0,11.946425,1170,1,1,20,38,block_4_2,complete_2,block_8_1,cyclic_2_1,block_2_1,unroll_16,pipeline,pipeline_1,pipeline_1,unroll_8,unroll_8,15.0,0.41936156494260846,False
workload_740.cpp,xczu7ev-ffvc1156-2-e,5.0,11.946425,418,1,1,11,20,block_4_2,block_4_2,block_8_1,block_2_1,cyclic_2_1,unroll_8,pipeline,pipeline_1,unroll_2,unroll_2,unroll_8,8.25,0.7029074852942021,False
workload_743.cpp,xczu7ev-ffvc1156-2-e,5.0,361.65188,3182,1,1,18,82,cyclic_2_2,cyclic_2_2,block_2_1,block_8_1,cyclic_8_1,unroll_2,unroll_16,pipeline_1,unroll_2,unroll,pipeline_1,25.5,0.10288274044415227,False
workload_749.cpp,xczu7ev-ffvc1156-2-e,5.0,212.161415,1154,1,1,16,31,block_8_2,cyclic_8_2,block_4_1,block_2_1,block_8_1,unroll_16,pipeline,pipeline_1,unroll_8,pipeline,unroll_2,12.25,0.3932091198785693,False
workload_755.cpp,xczu7ev-ffvc1156-2-e,5.0,11.946425,435,1,1,11,20,block_4_2,complete_1,block_8_1,block_2_1,cyclic_8_1,unroll_8,pipeline,pipeline_1,unroll_2,unroll_2,unroll_8,8.25,0.7029074852942021,False
workload_756.cpp,xczu7ev-ffvc1156-2-e,5.0,11.66688,108,1,1,4,6,complete_1,cyclic_2_2,complete_1,cyclic_4_1,block_2_1,unroll_2,pipeline,unroll,unroll_4,unroll_4,unroll_4,3.0,1.0,True
workload_757.cpp,xczu7ev-ffvc1156-2-e,5.0,212.161455,374,1,1,8,17,cyclic_8_2,cyclic_4_2,complete_1,cyclic_4_1,block_8_1,unroll_8,pipeline,pipeline_1,unroll,pipeline_1,unroll,6.75,0.5469145832951552,False
workload_760.cpp,xczu7ev-ffvc1156-2-e,5.0,12.144825,829,1,1,13,27,block_4_2,complete_1,cyclic_4_1,cyclic_2_1,block_2_1,unroll_16,pipeline,pipeline_1,unroll,unroll_8,unroll_8,10.5,0.5984645257468971,False
workload_762.cpp,xczu7ev-ffvc1156-2-e,5.0,11.66688,102,1,1,4,6,complete_1,complete_2,complete_1,block_4_1,complete_1,unroll_2,pipeline,unroll,pipeline_1,unroll_4,unroll_2,3.0,1.0,True
workload_771.cpp,xczu7ev-ffvc1156-2-e,5.0,11.75992,216,1,1,6,11,complete_1,block_2_2,cyclic_8_1,complete_1,cyclic_8_1,unroll_4,pipeline_1,pipeline_1,unroll_4,unroll,pipeline,4.75,0.8851033786909193,False
workload_774.cpp,xczu7ev-ffvc1156-2-e,5.0,212.161415,1131,1,1,16,31,block_8_2,cyclic_8_2,block_8_1,block_8_1,block_8_1,unroll_16,pipeline,pipeline_1,unroll_8,pipeline,unroll_2,12.25,0.3932091198785693,False
workload_775.cpp,xczu7ev-ffvc1156-2-e,5.0,11.946425,438,1,1,11,20,cyclic_2_2,cyclic_4_2,cyclic_8_1,block_4_1,cyclic_2_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_2,pipeline_1,8.25,0.7029074852942021,False
