Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_2_1,Area,Weight,is_pareto
stencil3d_1376.c,xczu7ev-ffvc1156-2-e,5.0,0.173935,75,1,2,1,8,unroll_4,unroll,unroll_8,unroll_2,pipeline_1,unroll,pipeline_1,pipeline_1,pipeline_1,3.0,0.7959982268315757,False
stencil3d_1377.c,xczu7ev-ffvc1156-2-e,5.0,0.16136,43,1,4,1,5,pipeline,pipeline,unroll_8,unroll_4,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll,2.75,1.0,True
stencil3d_1378.c,xczu7ev-ffvc1156-2-e,5.0,0.29978,31,1,1,1,2,pipeline_1,pipeline,unroll_8,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_2,1.25,0.3492913828074721,False
stencil3d_1379.c,xczu7ev-ffvc1156-2-e,5.0,0.14678,44,1,9,1,6,pipeline_1,pipeline,unroll_8,unroll_2,pipeline,unroll,pipeline_1,unroll_2,unroll,4.25,1.0,True
stencil3d_1380.c,xczu7ev-ffvc1156-2-e,5.0,0.172205,38,1,2,1,3,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_2,1.75,1.0,True
stencil3d_1381.c,xczu7ev-ffvc1156-2-e,5.0,0.172205,41,1,2,1,3,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_4,unroll,pipeline_1,pipeline_1,unroll,1.75,1.0,True
stencil3d_1382.c,xczu7ev-ffvc1156-2-e,5.0,0.172205,40,1,2,1,3,pipeline_1,pipeline,unroll_8,unroll_2,unroll,unroll_4,pipeline_1,pipeline_1,pipeline_1,1.75,1.0,True
stencil3d_1383.c,xczu7ev-ffvc1156-2-e,5.0,0.17317,37,1,2,1,3,pipeline_1,pipeline,unroll_2,unroll_2,unroll_4,pipeline_1,pipeline,pipeline_1,unroll_2,1.75,0.8165278613769681,False
stencil3d_1384.c,xczu7ev-ffvc1156-2-e,5.0,0.14678,50,1,9,1,6,pipeline_1,pipeline,unroll_8,unroll_2,pipeline,unroll,pipeline,unroll_2,unroll,4.25,1.0,True
stencil3d_1385.c,xczu7ev-ffvc1156-2-e,5.0,0.29978,36,1,1,1,2,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_2,1.25,0.3492913828074721,False
stencil3d_1386.c,xczu7ev-ffvc1156-2-e,5.0,0.29738,86,1,1,1,7,pipeline,pipeline,unroll_8,unroll_2,pipeline,unroll_8,pipeline_1,unroll,unroll_2,2.5,0.3543445876418825,False
stencil3d_1387.c,xczu7ev-ffvc1156-2-e,5.0,0.172205,43,1,2,1,3,pipeline,pipeline_1,unroll_8,unroll_2,unroll,pipeline_1,pipeline_1,pipeline_1,unroll,1.75,1.0,True
stencil3d_1388.c,xczu7ev-ffvc1156-2-e,5.0,0.172205,40,1,2,1,3,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_4,unroll_8,pipeline_1,pipeline_1,unroll_2,1.75,1.0,True
stencil3d_1389.c,xczu7ev-ffvc1156-2-e,5.0,0.11086,260,1,19,2,20,pipeline,pipeline_1,unroll_8,pipeline,unroll,unroll_4,pipeline_1,unroll_2,unroll,10.5,1.0,True
stencil3d_1390.c,xczu7ev-ffvc1156-2-e,5.0,0.16136,46,1,5,1,6,pipeline_1,pipeline,unroll_8,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_2,3.25,0.8709910773547271,False
stencil3d_1391.c,xczu7ev-ffvc1156-2-e,5.0,0.172205,39,1,2,1,3,pipeline_1,pipeline,unroll_8,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll,1.75,1.0,True
stencil3d_1392.c,xczu7ev-ffvc1156-2-e,5.0,0.16136,46,1,4,1,5,pipeline_1,pipeline,unroll_8,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll,2.75,1.0,True
stencil3d_1393.c,xczu7ev-ffvc1156-2-e,5.0,0.288515,79,1,1,1,7,pipeline_1,unroll,unroll_8,unroll_2,pipeline_1,unroll,pipeline_1,unroll_2,pipeline_1,2.5,0.38747074625652567,False
stencil3d_1394.c,xczu7ev-ffvc1156-2-e,5.0,0.11086,299,1,19,2,20,pipeline,pipeline_1,unroll_8,pipeline,pipeline_1,unroll,pipeline_1,unroll_2,unroll,10.5,1.0,True
stencil3d_1395.c,xczu7ev-ffvc1156-2-e,5.0,0.11086,245,1,19,2,20,pipeline_1,pipeline_1,unroll_8,pipeline,pipeline_1,unroll,pipeline,unroll_2,unroll,10.5,1.0,True
stencil3d_1396.c,xczu7ev-ffvc1156-2-e,5.0,0.11063,455,1,82,8,48,pipeline_1,pipeline,unroll_8,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll,unroll,34.75,0.33605221531502594,False
stencil3d_1398.c,xczu7ev-ffvc1156-2-e,5.0,0.177,2424,1,1,5,48,pipeline_1,pipeline_1,unroll_8,unroll,unroll_2,unroll_8,pipeline_1,unroll_4,unroll,13.75,0.5106776885273554,False
stencil3d_1399.c,xczu7ev-ffvc1156-2-e,5.0,0.300745,31,1,1,1,1,pipeline_1,pipeline,unroll_2,unroll_2,unroll,pipeline_1,pipeline,unroll_2,unroll_2,1.0,0.3440257590543738,False
stencil3d_1400.c,xczu7ev-ffvc1156-2-e,5.0,0.29978,31,1,1,1,2,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,unroll,pipeline_1,unroll_2,unroll_2,1.25,0.3492913828074721,False
stencil3d_1401.c,xczu7ev-ffvc1156-2-e,5.0,0.172205,34,1,2,1,3,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_2,1.75,1.0,True
stencil3d_1402.c,xczu7ev-ffvc1156-2-e,5.0,0.172205,37,1,2,1,3,pipeline,pipeline_1,unroll_8,unroll_2,unroll,unroll_4,pipeline,pipeline_1,unroll_2,1.75,1.0,True
stencil3d_1403.c,xczu7ev-ffvc1156-2-e,5.0,0.172205,37,1,2,1,3,pipeline,pipeline,unroll_8,unroll_2,unroll_4,unroll,pipeline_1,pipeline_1,unroll_2,1.75,1.0,True
stencil3d_1404.c,xczu7ev-ffvc1156-2-e,5.0,0.16136,41,1,5,1,6,pipeline_1,pipeline,unroll_8,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,3.25,0.8709910773547271,False
stencil3d_1405.c,xczu7ev-ffvc1156-2-e,5.0,0.14678,48,1,9,1,6,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll,4.25,1.0,True
stencil3d_1406.c,xczu7ev-ffvc1156-2-e,5.0,0.155915,51,1,9,1,8,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll,4.75,0.8867035826502158,False
stencil3d_1407.c,xczu7ev-ffvc1156-2-e,5.0,0.172205,39,1,2,1,3,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll,unroll_4,pipeline_1,pipeline_1,unroll,1.75,1.0,True
stencil3d_1408.c,xczu7ev-ffvc1156-2-e,5.0,0.172205,35,1,2,1,3,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_4,unroll_4,pipeline_1,pipeline_1,pipeline_1,1.75,1.0,True
stencil3d_1409.c,xczu7ev-ffvc1156-2-e,5.0,0.172205,34,1,2,1,3,pipeline_1,pipeline,unroll_8,unroll_2,unroll_4,unroll,pipeline_1,pipeline_1,unroll_2,1.75,1.0,True
stencil3d_1410.c,xczu7ev-ffvc1156-2-e,5.0,0.16136,41,1,4,1,5,pipeline_1,pipeline,unroll_8,unroll_4,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll,2.75,1.0,True
stencil3d_1411.c,xczu7ev-ffvc1156-2-e,5.0,0.28853,34,1,1,1,2,pipeline_1,pipeline,unroll_8,unroll_2,unroll_2,unroll,pipeline,unroll_2,pipeline_1,1.25,0.4049298019298,False
stencil3d_1412.c,xczu7ev-ffvc1156-2-e,5.0,0.29738,75,1,1,1,7,pipeline,pipeline,unroll_8,unroll_2,unroll_2,unroll_2,pipeline_1,unroll,unroll_2,2.5,0.3543445876418825,False
stencil3d_1413.c,xczu7ev-ffvc1156-2-e,5.0,0.14678,45,1,9,1,6,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,unroll,pipeline,unroll_2,unroll,4.25,1.0,True
stencil3d_1414.c,xczu7ev-ffvc1156-2-e,5.0,0.13968,57,1,9,1,10,pipeline,pipeline,unroll_8,unroll_8,pipeline_1,unroll,pipeline_1,pipeline_1,unroll,5.25,1.0,True
stencil3d_1415.c,xczu7ev-ffvc1156-2-e,5.0,0.156075,86,1,19,2,18,pipeline_1,pipeline,unroll_8,unroll_4,unroll_4,unroll_8,pipeline_1,unroll_4,unroll,10.0,0.7351235647934005,False
stencil3d_1416.c,xczu7ev-ffvc1156-2-e,5.0,0.14716,66,1,9,1,11,pipeline_1,pipeline,unroll_8,unroll_2,pipeline_1,unroll_2,unroll,unroll_2,unroll,5.5,0.9345607417823,False
stencil3d_1417.c,xczu7ev-ffvc1156-2-e,5.0,0.161855,60,1,15,1,12,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_4,unroll,pipeline_1,unroll_4,unroll,7.25,0.7796083800720987,False
stencil3d_1418.c,xczu7ev-ffvc1156-2-e,5.0,0.16136,43,1,5,1,6,pipeline_1,pipeline,unroll_8,unroll_4,unroll,unroll_4,pipeline_1,pipeline_1,unroll_2,3.25,0.8709910773547271,False
stencil3d_1419.c,xczu7ev-ffvc1156-2-e,5.0,0.172205,36,1,2,1,3,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll,1.75,1.0,True
stencil3d_1420.c,xczu7ev-ffvc1156-2-e,5.0,0.172195,180,1,36,5,30,pipeline,pipeline_1,unroll_8,unroll,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll,18.0,0.434058739778878,False
stencil3d_1421.c,xczu7ev-ffvc1156-2-e,5.0,0.13968,59,1,9,1,10,pipeline,pipeline,unroll_8,unroll_8,unroll_4,unroll_8,pipeline_1,pipeline_1,unroll,5.25,1.0,True
stencil3d_1422.c,xczu7ev-ffvc1156-2-e,5.0,0.14678,44,1,9,1,6,pipeline_1,pipeline,unroll_8,unroll_2,pipeline,unroll_2,pipeline_1,unroll_2,unroll,4.25,1.0,True
stencil3d_1423.c,xczu7ev-ffvc1156-2-e,5.0,0.31823,36,1,1,1,2,pipeline_1,pipeline,unroll_8,unroll_2,pipeline,pipeline_1,pipeline_1,unroll_4,unroll_2,1.25,0.26287319322061586,False
stencil3d_1424.c,xczu7ev-ffvc1156-2-e,5.0,0.16136,39,1,4,1,5,pipeline_1,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll,2.75,1.0,True
stencil3d_1425.c,xczu7ev-ffvc1156-2-e,5.0,0.29978,36,1,1,1,2,pipeline,pipeline_1,unroll_8,unroll_2,unroll_2,unroll,pipeline,unroll_2,unroll_2,1.25,0.3492913828074721,False
stencil3d_1426.c,xczu7ev-ffvc1156-2-e,5.0,0.172205,40,1,2,1,3,pipeline,pipeline_1,unroll_8,unroll_2,unroll_2,unroll,pipeline_1,pipeline_1,unroll_2,1.75,1.0,True
stencil3d_1427.c,xczu7ev-ffvc1156-2-e,5.0,0.14006,76,1,9,2,15,pipeline,pipeline,unroll_8,unroll_8,pipeline_1,unroll_8,unroll,pipeline_1,unroll,6.75,0.950424409429837,False
stencil3d_1428.c,xczu7ev-ffvc1156-2-e,5.0,0.298345,66,1,1,1,7,pipeline,pipeline,unroll_2,unroll_2,unroll_4,pipeline_1,pipeline,unroll,unroll_2,2.5,0.350070607282138,False
stencil3d_1429.c,xczu7ev-ffvc1156-2-e,5.0,0.14678,49,1,9,1,6,pipeline,pipeline,unroll_8,unroll_2,unroll,unroll_8,pipeline_1,unroll_2,unroll,4.25,1.0,True
stencil3d_1430.c,xczu7ev-ffvc1156-2-e,5.0,0.29738,83,1,1,1,7,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline,unroll_4,pipeline_1,unroll,unroll_2,2.5,0.3543445876418825,False
stencil3d_1431.c,xczu7ev-ffvc1156-2-e,5.0,0.29738,78,1,1,1,7,pipeline,pipeline,unroll_8,unroll_2,unroll,unroll,pipeline_1,unroll,unroll_2,2.5,0.3543445876418825,False
stencil3d_1432.c,xczu7ev-ffvc1156-2-e,5.0,0.11086,289,1,19,2,20,pipeline,pipeline,unroll_8,pipeline,pipeline,unroll,pipeline_1,unroll_2,unroll,10.5,1.0,True
stencil3d_1433.c,xczu7ev-ffvc1156-2-e,5.0,0.110845,354,1,69,6,43,pipeline_1,unroll,unroll_8,pipeline,pipeline_1,unroll,pipeline_1,pipeline_1,pipeline_1,29.75,0.42560798494437324,False
stencil3d_1434.c,xczu7ev-ffvc1156-2-e,5.0,0.110845,330,1,20,2,26,pipeline_1,unroll,unroll_8,pipeline,pipeline,unroll,pipeline_1,pipeline_1,unroll,12.25,0.7707045183990602,False
stencil3d_1435.c,xczu7ev-ffvc1156-2-e,5.0,0.11086,272,1,19,2,20,pipeline_1,pipeline,unroll_8,pipeline,pipeline_1,unroll,pipeline,unroll_2,unroll,10.5,1.0,True
stencil3d_1436.c,xczu7ev-ffvc1156-2-e,5.0,0.11063,422,1,82,8,48,pipeline,pipeline,unroll_8,unroll_2,pipeline,unroll_4,pipeline_1,unroll,unroll,34.75,0.33605221531502594,False
stencil3d_1437.c,xczu7ev-ffvc1156-2-e,5.0,0.29978,32,1,1,1,2,pipeline_1,pipeline,unroll_8,unroll_2,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_2,1.25,0.3492913828074721,False
stencil3d_1438.c,xczu7ev-ffvc1156-2-e,5.0,0.172205,35,1,2,1,3,pipeline_1,pipeline,unroll_8,unroll_2,unroll,unroll_8,pipeline_1,pipeline_1,unroll_2,1.75,1.0,True
stencil3d_1439.c,xczu7ev-ffvc1156-2-e,5.0,0.172205,35,1,2,1,3,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_4,unroll,pipeline_1,pipeline_1,pipeline_1,1.75,1.0,True
stencil3d_1440.c,xczu7ev-ffvc1156-2-e,5.0,0.172205,38,1,2,1,3,pipeline_1,pipeline,unroll_8,unroll_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll,1.75,1.0,True
stencil3d_1441.c,xczu7ev-ffvc1156-2-e,5.0,0.172205,38,1,2,1,3,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_8,unroll,pipeline_1,pipeline_1,unroll,1.75,1.0,True
stencil3d_1442.c,xczu7ev-ffvc1156-2-e,5.0,0.172205,38,1,2,1,3,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_4,unroll_4,pipeline_1,pipeline_1,unroll,1.75,1.0,True
stencil3d_1443.c,xczu7ev-ffvc1156-2-e,5.0,0.14678,46,1,9,1,6,pipeline_1,pipeline,unroll_8,unroll_2,unroll,unroll_4,pipeline,unroll_2,unroll,4.25,1.0,True
stencil3d_1444.c,xczu7ev-ffvc1156-2-e,5.0,0.13968,59,1,11,1,11,pipeline,pipeline,unroll_8,unroll_8,unroll_2,unroll,pipeline_1,pipeline_1,unroll_2,6.0,0.9781440018850772,False
stencil3d_1445.c,xczu7ev-ffvc1156-2-e,5.0,0.172205,40,1,2,1,3,pipeline,pipeline,unroll_8,unroll_2,unroll_4,unroll,pipeline_1,pipeline_1,unroll_4,1.75,1.0,True
stencil3d_1446.c,xczu7ev-ffvc1156-2-e,5.0,0.16136,46,1,5,1,6,pipeline,pipeline_1,unroll_8,unroll_4,unroll,pipeline_1,pipeline,pipeline_1,unroll_2,3.25,0.8709910773547271,False
stencil3d_1447.c,xczu7ev-ffvc1156-2-e,5.0,0.16136,46,1,5,1,6,pipeline,pipeline_1,unroll_8,unroll_4,unroll_2,unroll,pipeline_1,pipeline_1,unroll_2,3.25,0.8709910773547271,False
stencil3d_1448.c,xczu7ev-ffvc1156-2-e,5.0,0.300745,33,1,1,1,1,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_2,1.0,0.3440257590543738,False
stencil3d_1449.c,xczu7ev-ffvc1156-2-e,5.0,0.29978,33,1,1,1,2,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline,unroll_8,pipeline_1,unroll_2,unroll_2,1.25,0.3492913828074721,False
stencil3d_1450.c,xczu7ev-ffvc1156-2-e,5.0,0.155915,85,1,10,1,14,pipeline,pipeline,unroll_8,unroll_8,pipeline_1,unroll,pipeline_1,unroll_2,unroll,6.5,0.8411963635717933,False
stencil3d_1451.c,xczu7ev-ffvc1156-2-e,5.0,0.29978,36,1,1,1,2,pipeline_1,pipeline,unroll_8,unroll_2,unroll_2,unroll,pipeline_1,unroll_2,unroll_2,1.25,0.3492913828074721,False
stencil3d_1452.c,xczu7ev-ffvc1156-2-e,5.0,0.172205,41,1,2,1,3,pipeline,pipeline,unroll_8,unroll_2,unroll_4,pipeline_1,pipeline,pipeline_1,unroll,1.75,1.0,True
stencil3d_1453.c,xczu7ev-ffvc1156-2-e,5.0,0.29978,35,1,1,1,2,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_2,1.25,0.3492913828074721,False
stencil3d_1454.c,xczu7ev-ffvc1156-2-e,5.0,0.172205,41,1,2,1,3,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll,unroll_2,pipeline_1,pipeline_1,unroll,1.75,1.0,True
stencil3d_1455.c,xczu7ev-ffvc1156-2-e,5.0,0.155915,56,1,9,1,8,pipeline_1,pipeline,unroll_8,unroll_4,pipeline,pipeline_1,pipeline,unroll_2,unroll,4.75,0.8867035826502158,False
stencil3d_1456.c,xczu7ev-ffvc1156-2-e,5.0,0.11086,253,1,20,2,21,pipeline_1,pipeline_1,unroll_8,pipeline,pipeline_1,unroll,pipeline,pipeline_1,unroll,11.0,0.7952788316052087,False
stencil3d_1457.c,xczu7ev-ffvc1156-2-e,5.0,0.300745,33,1,1,1,1,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll,unroll,pipeline_1,unroll_2,unroll_2,1.0,0.3440257590543738,False
stencil3d_1458.c,xczu7ev-ffvc1156-2-e,5.0,0.172205,41,1,2,1,3,pipeline,pipeline,unroll_8,unroll_2,unroll_2,unroll,pipeline_1,pipeline_1,unroll_2,1.75,1.0,True
stencil3d_1459.c,xczu7ev-ffvc1156-2-e,5.0,0.11086,306,1,20,2,21,pipeline_1,pipeline_1,unroll_8,pipeline,pipeline_1,unroll,pipeline_1,pipeline_1,unroll,11.0,0.7952788316052087,False
stencil3d_1460.c,xczu7ev-ffvc1156-2-e,5.0,0.16136,44,1,4,1,5,pipeline_1,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll,2.75,1.0,True
stencil3d_1461.c,xczu7ev-ffvc1156-2-e,5.0,0.112405,323,1,33,3,27,pipeline_1,unroll,unroll_2,pipeline,unroll_4,pipeline_1,pipeline,unroll_2,unroll_2,16.0,0.6887209454345622,False
stencil3d_1462.c,xczu7ev-ffvc1156-2-e,5.0,0.11086,310,1,19,2,20,pipeline_1,pipeline,unroll_8,pipeline,pipeline,unroll_4,pipeline,unroll_2,unroll,10.5,1.0,True
stencil3d_1463.c,xczu7ev-ffvc1156-2-e,5.0,0.172205,43,1,2,1,3,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll,1.75,1.0,True
stencil3d_1464.c,xczu7ev-ffvc1156-2-e,5.0,0.11086,310,1,20,2,21,pipeline_1,pipeline_1,unroll_8,pipeline,unroll_4,unroll,pipeline_1,pipeline_1,unroll,11.0,0.7952788316052087,False
stencil3d_1465.c,xczu7ev-ffvc1156-2-e,5.0,0.14678,49,1,9,1,6,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll,4.25,1.0,True
stencil3d_1466.c,xczu7ev-ffvc1156-2-e,5.0,0.14678,50,1,9,1,6,pipeline_1,pipeline,unroll_8,unroll_2,pipeline_1,unroll,pipeline_1,unroll_2,unroll,4.25,1.0,True
stencil3d_1467.c,xczu7ev-ffvc1156-2-e,5.0,0.11086,310,1,20,2,21,pipeline,pipeline,unroll_8,pipeline,pipeline_1,unroll,pipeline_1,pipeline_1,unroll,11.0,0.7952788316052087,False
stencil3d_1468.c,xczu7ev-ffvc1156-2-e,5.0,0.11063,488,1,82,8,48,pipeline,pipeline_1,unroll_8,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll,unroll,34.75,0.33605221531502594,False
stencil3d_1469.c,xczu7ev-ffvc1156-2-e,5.0,0.11086,313,1,19,2,20,pipeline,pipeline_1,unroll_8,pipeline_1,unroll,pipeline_1,pipeline_1,unroll_2,unroll,10.5,1.0,True
stencil3d_1470.c,xczu7ev-ffvc1156-2-e,5.0,0.11086,302,1,20,2,21,pipeline,pipeline_1,unroll_8,pipeline,pipeline_1,unroll,pipeline_1,pipeline_1,unroll,11.0,0.7952788316052087,False
stencil3d_1471.c,xczu7ev-ffvc1156-2-e,5.0,0.300045,345,1,1,3,15,pipeline_1,pipeline,unroll_8,unroll_4,pipeline_1,pipeline,pipeline_1,unroll,unroll_4,5.0,0.3150096622026858,False
stencil3d_1473.c,xczu7ev-ffvc1156-2-e,5.0,0.177,2628,1,1,5,48,pipeline_1,pipeline,unroll_8,unroll,unroll_4,unroll_4,pipeline_1,unroll_4,unroll,13.75,0.5106776885273554,False
stencil3d_1474.c,xczu7ev-ffvc1156-2-e,5.0,0.177,2501,1,1,5,48,pipeline_1,pipeline_1,unroll_8,unroll,unroll_4,unroll_8,pipeline_1,unroll_4,unroll,13.75,0.5106776885273554,False
stencil3d_1475.c,xczu7ev-ffvc1156-2-e,5.0,0.29978,32,1,1,1,2,pipeline_1,pipeline,unroll_8,unroll_2,unroll_2,unroll,pipeline,unroll_2,unroll_2,1.25,0.3492913828074721,False
stencil3d_1476.c,xczu7ev-ffvc1156-2-e,5.0,0.172205,32,1,2,1,3,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,unroll_8,pipeline,pipeline_1,unroll_2,1.75,1.0,True
stencil3d_1477.c,xczu7ev-ffvc1156-2-e,5.0,0.172205,40,1,2,1,3,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll,1.75,1.0,True
stencil3d_1478.c,xczu7ev-ffvc1156-2-e,5.0,0.172205,40,1,2,1,3,pipeline,pipeline,unroll_8,unroll_2,unroll_8,unroll,pipeline_1,pipeline_1,unroll,1.75,1.0,True
stencil3d_1479.c,xczu7ev-ffvc1156-2-e,5.0,0.14678,43,1,9,1,6,pipeline_1,pipeline,unroll_8,unroll_2,unroll_2,unroll,pipeline,unroll_2,unroll,4.25,1.0,True
stencil3d_1480.c,xczu7ev-ffvc1156-2-e,5.0,0.302145,46,1,1,1,4,unroll,pipeline,unroll_2,unroll_2,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_2,1.75,0.33656722981711934,False
stencil3d_1481.c,xczu7ev-ffvc1156-2-e,5.0,0.17317,38,1,2,1,3,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_2,1.75,0.8165278613769681,False
stencil3d_1482.c,xczu7ev-ffvc1156-2-e,5.0,0.155915,70,1,10,1,14,pipeline,pipeline,unroll_8,unroll_8,unroll,unroll,pipeline_1,unroll_2,unroll,6.5,0.8411963635717933,False
stencil3d_1483.c,xczu7ev-ffvc1156-2-e,5.0,0.172845,39,1,2,1,3,pipeline_1,pipeline,unroll_4,unroll_2,unroll,unroll_4,pipeline_1,pipeline_1,pipeline_1,1.75,0.8177941459449825,False
stencil3d_1484.c,xczu7ev-ffvc1156-2-e,5.0,0.13968,62,1,9,1,10,pipeline_1,pipeline_1,unroll_8,unroll_8,pipeline_1,unroll,pipeline_1,pipeline_1,unroll,5.25,1.0,True
stencil3d_1485.c,xczu7ev-ffvc1156-2-e,5.0,0.16174,66,1,4,1,11,pipeline_1,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll_2,unroll,pipeline_1,unroll,4.25,0.8554944153814389,False
stencil3d_1486.c,xczu7ev-ffvc1156-2-e,5.0,0.172205,39,1,2,1,3,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll,unroll,pipeline_1,pipeline_1,pipeline_1,1.75,1.0,True
stencil3d_1487.c,xczu7ev-ffvc1156-2-e,5.0,0.28853,36,1,1,1,2,pipeline_1,pipeline,unroll_8,unroll_2,pipeline_1,unroll_2,pipeline,unroll_2,pipeline_1,1.25,0.4049298019298,False
stencil3d_1488.c,xczu7ev-ffvc1156-2-e,5.0,0.14678,48,1,9,1,6,pipeline_1,pipeline,unroll_8,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll,4.25,1.0,True
stencil3d_1489.c,xczu7ev-ffvc1156-2-e,5.0,0.172845,38,1,2,1,3,pipeline_1,pipeline,unroll_4,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1.75,0.8177941459449825,False
stencil3d_1490.c,xczu7ev-ffvc1156-2-e,5.0,0.162325,44,1,5,1,6,pipeline_1,pipeline,unroll_2,unroll_4,unroll_4,pipeline_1,pipeline,pipeline_1,unroll_2,3.25,0.864820139606641,False
stencil3d_1491.c,xczu7ev-ffvc1156-2-e,5.0,0.155915,56,1,9,1,8,pipeline_1,pipeline_1,unroll_8,unroll_4,pipeline_1,pipeline_1,pipeline,unroll_2,unroll,4.75,0.8867035826502158,False
stencil3d_1492.c,xczu7ev-ffvc1156-2-e,5.0,0.300745,35,1,1,1,1,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_4,unroll,pipeline_1,unroll_2,unroll_2,1.0,0.3440257590543738,False
stencil3d_1493.c,xczu7ev-ffvc1156-2-e,5.0,0.172205,42,1,2,1,3,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_8,unroll_8,pipeline_1,pipeline_1,unroll,1.75,1.0,True
stencil3d_1494.c,xczu7ev-ffvc1156-2-e,5.0,0.31815,196,1,1,5,19,pipeline_1,pipeline_1,unroll_8,unroll,unroll_4,unroll,pipeline_1,unroll_4,unroll_2,6.5,0.2374031018092943,False
stencil3d_1495.c,xczu7ev-ffvc1156-2-e,5.0,0.111225,312,1,19,3,28,pipeline_1,unroll,unroll_8,pipeline,pipeline,unroll,unroll,unroll_2,unroll,12.75,0.7598048502509267,False
stencil3d_1496.c,xczu7ev-ffvc1156-2-e,5.0,0.112,328,1,33,3,27,unroll,pipeline_1,unroll_8,pipeline,pipeline,unroll,pipeline_1,unroll_2,unroll_2,16.0,0.6896875575413476,False
stencil3d_1497.c,xczu7ev-ffvc1156-2-e,5.0,0.162325,46,1,4,1,5,pipeline_1,pipeline_1,unroll_2,unroll_4,unroll_2,pipeline,pipeline_1,pipeline_1,unroll,2.75,0.8697858760195065,False
stencil3d_1498.c,xczu7ev-ffvc1156-2-e,5.0,0.11086,308,1,20,2,21,pipeline_1,pipeline_1,unroll_8,pipeline,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll,11.0,0.7952788316052087,False
