Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,Area,Weight,is_pareto
workload_2138.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,63,81,25,16,18,cyclic_16_1,block_4_1,block_8_1,block_2_1,complete_1,unroll_4,pipeline,unroll_2,unroll_8,unroll,pipeline,pipeline_1,35.0,0.3792801141783635,False
workload_2139.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,63,43,1,6,75,cyclic_4_1,cyclic_2_1,cyclic_8_1,cyclic_4_1,complete_1,unroll_8,unroll_2,pipeline,unroll_4,unroll,pipeline_1,unroll,31.25,0.44913630233034696,False
workload_2140.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,66,33,10,26,14,cyclic_4_1,cyclic_2_1,cyclic_8_1,complete_1,complete_1,unroll_8,unroll_2,pipeline,unroll_4,unroll,unroll_8,unroll,20.75,0.6861738399297955,False
workload_2141.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,66,62,25,15,19,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,complete_1,unroll_8,pipeline,pipeline,unroll_8,pipeline,unroll_8,unroll,30.25,0.4690801808223649,False
workload_2142.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,66,52,1,7,77,block_2_1,cyclic_4_1,cyclic_8_1,cyclic_8_1,complete_1,unroll_16,unroll_2,unroll_8,unroll_32,unroll,pipeline_1,unroll,34.25,0.3926281910161109,False
workload_2143.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,66,38,1,6,77,block_2_1,cyclic_2_1,cyclic_8_1,cyclic_4_1,complete_1,unroll_8,unroll_2,pipeline,unroll_64,unroll,pipeline_1,pipeline,30.5,0.46404228113531754,False
workload_2144.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,66,28,17,11,14,cyclic_4_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,complete_1,unroll_8,unroll_2,pipeline,unroll_4,unroll,unroll_8,unroll,17.5,0.7719192313788946,False
workload_2145.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,66,42,2,6,76,cyclic_8_1,cyclic_4_1,block_2_1,cyclic_2_1,complete_1,unroll_4,unroll_2,pipeline,unroll_32,unroll,pipeline_1,unroll,31.5,0.44423689149537016,False
workload_2146.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,66,33,25,16,19,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,complete_1,unroll_4,pipeline,unroll_16,unroll_16,unroll,unroll_8,unroll,23.25,0.6241971256199472,False
workload_2147.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049282,69,61,25,16,18,block_4_1,block_4_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline,pipeline,unroll_2,unroll_64,unroll,unroll_8,pipeline_1,30.0,0.4741527036068639,False
workload_2148.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,69,19,25,34,30,cyclic_4_1,cyclic_2_1,cyclic_2_1,complete_1,complete_1,unroll_8,pipeline,pipeline_1,unroll_8,unroll,pipeline_1,pipeline,27.0,0.5377233128854715,False
workload_2149.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,69,41,25,22,23,block_2_1,block_4_1,cyclic_2_1,block_2_1,complete_1,unroll_32,pipeline,unroll_16,unroll_16,unroll,pipeline_1,pipeline_1,27.75,0.5213632916002081,False
workload_2150.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,69,75,25,21,19,block_2_1,cyclic_8_1,block_8_1,cyclic_4_1,complete_1,unroll_8,pipeline,unroll_16,unroll_32,unroll,pipeline,pipeline_1,35.0,0.3792801141783635,False
workload_2151.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,69,41,25,17,19,block_2_1,block_4_1,cyclic_2_1,block_2_1,complete_1,unroll_32,pipeline,unroll,unroll_8,unroll,unroll,pipeline_1,25.5,0.5713780967186332,False
workload_2152.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,69,38,25,34,31,cyclic_8_1,cyclic_4_1,cyclic_4_1,complete_1,complete_1,unroll_16,pipeline,pipeline,unroll_8,pipeline,unroll,pipeline_1,32.0,0.4345419122780466,False
workload_2153.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,72,37,25,33,31,block_2_1,block_2_1,cyclic_8_1,complete_1,complete_1,unroll_8,pipeline,pipeline,unroll_32,unroll,unroll,pipeline_1,31.5,0.4442368828145741,False
workload_2154.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,75,38,25,36,35,block_2_1,cyclic_4_1,cyclic_8_1,complete_1,complete_1,unroll_4,pipeline,unroll_16,unroll_16,unroll,unroll_8,pipeline_1,33.5,0.4062878482526989,False
workload_2155.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049282,75,52,25,35,36,cyclic_16_1,cyclic_4_1,cyclic_2_1,complete_1,complete_1,unroll,pipeline,pipeline_1,unroll_32,unroll,unroll_8,pipeline_1,37.0,0.3452085264138994,False
workload_2156.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049282,75,38,25,52,49,complete_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,complete_1,pipeline,pipeline,unroll_16,unroll_16,unroll,pipeline_1,unroll,41.0,0.2837123954295817,False
workload_2157.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,75,84,25,58,46,complete_1,block_2_1,block_8_1,cyclic_16_1,complete_1,unroll_4,pipeline_1,unroll_16,unroll_32,pipeline_1,unroll,unroll,53.25,0.15051291742286596,False
workload_2158.cpp,xczu7ev-ffvc1156-2-e,3.33,0.12620034,75,19,25,44,34,complete_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,complete_1,unroll,pipeline,pipeline_1,unroll_64,unroll,unroll_8,pipeline_1,30.5,0.2812407728881372,False
workload_2159.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02050281,75,14,25,51,48,complete_1,cyclic_2_1,cyclic_2_1,block_2_1,complete_1,pipeline,pipeline,pipeline,unroll_2,unroll,pipeline_1,pipeline,34.5,0.3881442064422287,False
workload_2161.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,88,28,25,54,45,block_4_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_32,pipeline,unroll_8,unroll_64,pipeline,unroll_8,pipeline_1,38.0,0.3290036163052924,False
workload_2165.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,60,33,25,15,18,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,complete_1,unroll_16,pipeline,pipeline,unroll_8,unroll,unroll_8,pipeline_1,22.75,0.636315489982244,False
workload_2166.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049282,60,57,25,15,18,block_4_1,cyclic_4_1,block_8_1,cyclic_4_1,complete_1,pipeline,pipeline,unroll_2,unroll_16,unroll,unroll_8,unroll,28.75,0.5000346031961367,False
workload_2167.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,60,61,25,16,18,block_4_1,block_4_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_8,pipeline,pipeline,unroll_8,unroll,unroll_8,pipeline,30.0,0.47415271027236383,False
workload_2168.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,60,52,25,15,18,cyclic_4_1,cyclic_2_1,cyclic_8_1,cyclic_8_1,complete_1,unroll_8,pipeline,pipeline,unroll_4,unroll,unroll,pipeline,27.5,0.5267820001379379,False
workload_2169.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,60,42,25,16,19,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_4,pipeline,unroll_16,unroll_16,unroll,unroll_4,unroll,25.5,0.5713780967186332,False
workload_2170.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02050281,60,47,25,15,18,block_2_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,complete_1,unroll_8,pipeline,pipeline,unroll_2,unroll,pipeline_1,pipeline,26.25,0.5543948909273102,False
workload_2171.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049282,60,46,25,15,18,block_4_1,block_4_1,cyclic_2_1,block_2_1,complete_1,pipeline,pipeline,unroll_2,unroll_16,pipeline,unroll_8,pipeline_1,26.0,0.5600213460437542,False
workload_2173.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,60,61,1,6,75,block_2_1,cyclic_4_1,block_8_1,cyclic_4_1,complete_1,unroll_8,unroll_2,pipeline,unroll_2,unroll,pipeline_1,pipeline,35.75,0.366243622668192,False
workload_2174.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,60,42,25,15,18,block_2_1,cyclic_2_1,cyclic_8_1,cyclic_4_1,complete_1,unroll_8,pipeline,pipeline,unroll_32,unroll,pipeline_1,unroll,25.0,0.5828733037066725,False
workload_2175.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049282,60,67,1,7,77,cyclic_8_1,cyclic_4_1,cyclic_8_1,cyclic_8_1,complete_1,pipeline,unroll_2,unroll_8,unroll_16,unroll,pipeline_1,unroll,38.0,0.3290036125673205,False
workload_2176.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,63,43,25,16,19,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_8,pipeline,unroll_8,unroll_32,unroll,unroll_8,pipeline,25.75,0.5656824022378468,False
workload_2177.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,63,66,25,16,18,block_4_1,block_4_1,block_8_1,cyclic_4_1,complete_1,unroll_8,pipeline,unroll_2,unroll_16,unroll,pipeline_1,unroll,31.25,0.44913630233034696,False
workload_2178.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,63,19,18,30,20,cyclic_4_1,cyclic_2_1,cyclic_2_1,complete_1,complete_1,unroll_8,unroll_2,pipeline_1,unroll_4,unroll,unroll_8,unroll,21.75,0.6609676935640766,False
workload_2179.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,63,38,2,7,77,block_2_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_8,unroll_2,pipeline,unroll_32,unroll,pipeline_1,unroll,31.0,0.4540703509002185,False
workload_2180.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,66,38,25,16,18,cyclic_2_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_8,pipeline,pipeline,unroll_4,unroll,pipeline_1,pipeline,24.25,0.6003758011974719,False
workload_2181.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,66,23,25,33,31,block_2_1,block_2_1,cyclic_2_1,complete_1,complete_1,unroll_8,pipeline,pipeline,unroll_32,unroll,unroll,pipeline_1,28.0,0.5159791798926909,False
workload_2182.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02391606,66,28,25,15,18,cyclic_4_1,cyclic_4_1,cyclic_2_1,block_2_1,complete_1,pipeline,pipeline,unroll_8,unroll_2,unroll,pipeline_1,unroll,21.5,0.6665892914407203,False
workload_2183.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,67,70,1,6,75,block_4_1,cyclic_2_1,block_8_1,cyclic_4_1,complete_1,unroll_8,unroll_2,pipeline,unroll_2,unroll,pipeline_1,pipeline,38.0,0.32900361505930176,False
workload_2184.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,67,38,1,6,77,block_2_1,cyclic_2_1,cyclic_8_1,cyclic_4_1,complete_1,unroll_8,unroll_2,pipeline,unroll_4,unroll,pipeline_1,unroll,30.5,0.46404228113531754,False
workload_2185.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,70,33,25,34,32,cyclic_8_1,block_2_1,block_2_1,complete_1,complete_1,unroll_4,pipeline,pipeline,unroll_32,unroll,unroll,pipeline_1,31.0,0.45407034188915685,False
workload_2186.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,70,38,25,33,31,cyclic_4_1,cyclic_4_1,cyclic_8_1,complete_1,complete_1,unroll_16,pipeline,pipeline_1,unroll_8,unroll,unroll,pipeline_1,31.75,0.4393720833419731,False
workload_2187.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049282,73,38,25,36,35,block_2_1,cyclic_4_1,cyclic_8_1,complete_1,complete_1,pipeline,pipeline,unroll_16,unroll_16,unroll,pipeline_1,unroll,33.5,0.4062878506094625,False
workload_2188.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,73,33,25,34,31,cyclic_4_1,cyclic_2_1,cyclic_8_1,complete_1,complete_1,unroll_8,pipeline,pipeline,unroll_64,unroll,unroll_8,unroll,30.75,0.45903901067295483,False
workload_2189.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,73,43,25,51,46,complete_1,cyclic_2_1,cyclic_8_1,cyclic_8_1,complete_1,unroll_8,pipeline,pipeline,unroll_4,unroll,unroll,unroll,41.25,0.28016315627099986,False
workload_2192.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,79,28,25,70,62,complete_1,cyclic_4_1,cyclic_8_1,complete_1,complete_1,pipeline,pipeline,unroll_8,unroll_16,unroll,pipeline_1,unroll,46.25,0.21644861357549605,False
workload_2193.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,79,28,25,51,48,complete_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline,pipeline,pipeline,unroll_16,pipeline,pipeline_1,pipeline,38.0,0.32900361646104115,False
workload_2194.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,82,28,25,16,20,block_2_1,cyclic_4_1,cyclic_2_1,block_2_1,complete_1,unroll,pipeline,pipeline_1,unroll_8,unroll,unroll,pipeline_1,22.25,0.6485723713318784,False
workload_2196.cpp,xczu7ev-ffvc1156-2-e,3.33,0.12618369,82,14,25,64,50,complete_1,cyclic_4_1,cyclic_2_1,complete_1,complete_1,unroll,pipeline,unroll_16,unroll_16,unroll,unroll,unroll,38.25,0.2108433440196767,False
workload_2197.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,85,28,25,55,48,block_4_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_32,pipeline,unroll_16,unroll_64,pipeline,unroll_8,pipeline_1,39.0,0.3133526178560472,False
workload_2198.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,85,24,25,69,59,complete_1,cyclic_2_1,cyclic_8_1,complete_1,complete_1,unroll_8,pipeline,pipeline_1,unroll_64,unroll,unroll,pipeline_1,44.25,0.24027267008254752,False
workload_2199.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,88,23,25,53,44,block_4_1,cyclic_2_1,complete_1,complete_1,complete_1,unroll_8,pipeline,unroll_8,unroll_64,pipeline,pipeline_1,pipeline_1,36.25,0.35772572650550105,False
workload_2200.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049282,88,14,25,69,62,complete_1,block_2_1,cyclic_2_1,complete_1,complete_1,pipeline,pipeline,pipeline_1,unroll_64,unroll,pipeline_1,pipeline_1,42.5,0.26293626934711156,False
workload_2201.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,100,57,30,20,24,cyclic_4_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,complete_1,unroll_4,unroll_4,unroll_16,unroll_4,unroll,unroll_8,unroll,32.75,0.4202590938037307,False
workload_2205.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,58,48,25,15,18,cyclic_4_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,complete_1,unroll_8,pipeline,pipeline,unroll_4,unroll,pipeline_1,pipeline,26.5,0.5488030939762015,False
workload_2206.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,58,33,25,16,19,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,complete_1,unroll_8,pipeline,unroll_16,unroll_8,unroll,unroll_8,pipeline_1,23.25,0.6241971083614233,False
workload_2207.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02050281,58,28,2,6,75,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_2_1,complete_1,pipeline,unroll_2,unroll_8,unroll_2,unroll,pipeline_1,unroll,27.75,0.5213632707111696,False
workload_2208.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049282,58,37,25,15,18,block_2_1,block_4_1,cyclic_2_1,block_2_1,complete_1,pipeline,pipeline,unroll_2,unroll_16,pipeline,pipeline_1,pipeline,23.75,0.6122172120349268,False
workload_2209.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02050281,58,42,25,15,18,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline,pipeline,pipeline,unroll_2,unroll,pipeline_1,unroll,25.0,0.5828732919758941,False
workload_2210.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,58,43,1,6,75,cyclic_4_1,cyclic_2_1,cyclic_8_1,cyclic_4_1,complete_1,unroll_2,unroll_2,pipeline,unroll_16,unroll,pipeline_1,unroll,31.25,0.44913630233034696,False
workload_2211.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,61,33,25,21,22,block_2_1,cyclic_4_1,cyclic_2_1,block_2_1,complete_1,unroll_4,pipeline,unroll_16,unroll_16,unroll,unroll_8,unroll,25.25,0.5771083975210425,False
workload_2212.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,61,48,1,7,75,cyclic_4_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,complete_1,unroll_4,unroll_2,unroll_16,unroll_4,unroll,pipeline_1,unroll,32.75,0.4202590938037307,False
workload_2213.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,61,28,25,15,18,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_8,pipeline,unroll_4,unroll_8,pipeline,pipeline,pipeline,21.5,0.6672173151500365,False
workload_2214.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,61,43,1,7,75,cyclic_4_1,cyclic_2_1,cyclic_8_1,cyclic_4_1,complete_1,unroll_4,unroll_2,unroll_16,unroll_4,unroll,pipeline_1,unroll,31.5,0.44423689149537016,False
workload_2215.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,61,62,25,17,22,cyclic_16_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,complete_1,pipeline,pipeline,unroll_16,unroll_32,unroll,unroll,unroll,31.5,0.44423689174339287,False
workload_2216.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049282,64,43,1,6,77,block_2_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,complete_1,pipeline,unroll_2,pipeline,unroll_16,unroll,pipeline_1,unroll,31.75,0.4393720860200937,False
workload_2217.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,67,48,9,6,8,cyclic_4_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,complete_1,unroll_8,unroll_2,pipeline,unroll_4,unroll,unroll_8,unroll,17.75,0.7651157103771252,False
workload_2218.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049282,67,28,25,16,20,block_2_1,cyclic_4_1,cyclic_2_1,block_2_1,complete_1,unroll,pipeline,pipeline_1,unroll_8,unroll,unroll,pipeline_1,22.25,0.648572357712132,False
workload_2219.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,67,23,25,34,32,block_2_1,cyclic_4_1,cyclic_2_1,complete_1,complete_1,unroll,pipeline,pipeline_1,unroll_8,pipeline,unroll,pipeline_1,28.5,0.5053148510483327,False
workload_2220.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02050281,67,38,1,5,74,cyclic_2_1,cyclic_2_1,cyclic_8_1,cyclic_4_1,complete_1,unroll_8,unroll_2,pipeline,unroll_2,unroll,pipeline_1,pipeline,29.5,0.48440159205564515,False
workload_2221.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,67,48,2,7,76,cyclic_8_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_8,unroll_2,unroll_8,unroll_4,unroll,pipeline_1,unroll,33.25,0.4109103074197953,False
workload_2222.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,67,33,25,34,30,cyclic_4_1,cyclic_2_1,cyclic_8_1,complete_1,complete_1,unroll_8,pipeline,pipeline,unroll_4,unroll,unroll_8,unroll,30.5,0.46404229049256085,False
workload_2223.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,67,19,25,34,31,cyclic_4_1,cyclic_2_1,cyclic_2_1,complete_1,complete_1,unroll_16,pipeline,pipeline_1,unroll_16,unroll,unroll_8,pipeline,27.25,0.5322353403206562,False
workload_2224.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049282,67,41,25,34,30,block_4_1,block_4_1,cyclic_2_1,complete_1,complete_1,pipeline,pipeline,unroll_2,unroll_16,pipeline,unroll_8,pipeline_1,32.5,0.42498540771880144,False
workload_2225.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,67,43,9,6,8,cyclic_4_1,cyclic_2_1,cyclic_8_1,cyclic_4_1,complete_1,unroll_16,unroll_2,pipeline,unroll_4,unroll,unroll_8,unroll,16.5,0.7994795149179375,False
workload_2226.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,67,61,1,10,75,cyclic_4_1,cyclic_2_1,block_8_1,cyclic_4_1,complete_1,unroll_8,unroll_2,unroll_8,unroll_16,unroll,pipeline_1,pipeline,36.75,0.349346309070775,False
workload_2227.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,67,23,25,35,34,block_2_1,cyclic_4_1,cyclic_2_1,complete_1,complete_1,unroll_4,pipeline,unroll_16,unroll_4,unroll,unroll_8,pipeline,29.25,0.48957799029347426,False
workload_2228.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,70,42,2,7,76,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_8,unroll_2,unroll_8,unroll_32,unroll,pipeline_1,unroll,31.75,0.439372091863266,False
workload_2229.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,70,38,2,6,75,cyclic_2_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_8,unroll_2,pipeline,unroll_4,unroll,pipeline_1,pipeline,30.25,0.46908019035903203,False
workload_2230.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,70,38,17,11,14,cyclic_4_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_8,unroll_2,pipeline,unroll_16,unroll,unroll_8,unroll,20.0,0.7054419206962131,False
workload_2231.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,70,43,1,6,74,cyclic_4_1,cyclic_2_1,cyclic_8_1,cyclic_4_1,complete_1,unroll_4,unroll_2,pipeline,unroll_4,unroll,pipeline_1,pipeline,31.0,0.45407034188915685,False
workload_2232.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02050281,70,38,25,34,30,block_2_1,cyclic_4_1,block_8_1,complete_1,complete_1,unroll_8,pipeline,pipeline,unroll_2,unroll,unroll,pipeline_1,31.75,0.4393720765249389,False
workload_2233.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,70,23,25,33,31,block_2_1,block_2_1,cyclic_2_1,complete_1,complete_1,unroll_8,pipeline,pipeline_1,unroll_32,unroll,unroll_8,pipeline_1,28.0,0.5159791798926909,False
workload_2234.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,70,14,25,51,48,complete_1,cyclic_2_1,cyclic_2_1,block_2_1,complete_1,pipeline,pipeline,pipeline,unroll_2,unroll,pipeline_1,pipeline,34.5,0.3881442174099018,False
workload_2235.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,73,24,25,33,31,cyclic_4_1,cyclic_4_1,cyclic_2_1,complete_1,complete_1,unroll_16,pipeline,pipeline,unroll_16,unroll,unroll_8,unroll,28.25,0.510629710977353,False
workload_2236.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,77,42,17,11,16,block_2_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_8,unroll_2,pipeline,unroll_32,unroll,unroll_8,unroll,21.5,0.6672173151500365,False
workload_2237.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049282,77,28,2,6,75,cyclic_4_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,complete_1,pipeline,unroll_2,unroll_8,unroll_4,unroll,pipeline_1,unroll,27.75,0.521363283642479,False
workload_2238.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,77,19,25,51,48,complete_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,complete_1,pipeline,pipeline,pipeline,unroll_2,pipeline,pipeline_1,pipeline,35.75,0.366243622668192,False
workload_2239.cpp,xczu7ev-ffvc1156-2-e,3.33,0.12620034,77,19,25,44,34,complete_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,complete_1,unroll,pipeline,pipeline,unroll_64,unroll,unroll,pipeline_1,30.5,0.2812407728881372,False
workload_2240.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,80,52,1,6,76,block_4_1,cyclic_2_1,cyclic_8_1,cyclic_4_1,complete_1,unroll_8,unroll_2,pipeline,unroll_64,unroll,pipeline_1,unroll,33.75,0.40170000912965975,False
workload_2241.cpp,xczu7ev-ffvc1156-2-e,3.33,0.12618369,80,23,2,34,92,complete_1,block_2_1,cyclic_2_1,cyclic_4_1,complete_1,unroll,unroll_2,pipeline_1,unroll_64,unroll,pipeline_1,pipeline,37.75,0.21513661987820373,False
workload_2242.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,80,33,25,51,49,complete_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,complete_1,pipeline,pipeline,pipeline,unroll_8,pipeline,pipeline_1,pipeline_1,39.5,0.3057348466758867,False
workload_2244.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,90,9,25,71,64,complete_1,cyclic_2_1,cyclic_2_1,complete_1,complete_1,pipeline,pipeline,unroll_16,unroll_16,unroll,pipeline_1,unroll,42.25,0.266312409796408,False
workload_2245.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,53,38,4,3,4,cyclic_4_1,cyclic_4_1,cyclic_4_1,cyclic_4_1,complete_1,unroll_16,unroll_2,pipeline,unroll_16,unroll,unroll_8,unroll,12.25,0.9227903447728533,False
workload_2246.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02391606,60,28,25,15,18,cyclic_4_1,cyclic_4_1,cyclic_2_1,block_2_1,complete_1,pipeline,pipeline,pipeline,unroll_2,unroll,pipeline_1,unroll,21.5,0.6665892914407203,False
workload_2247.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,60,38,25,15,17,cyclic_2_1,cyclic_2_1,cyclic_8_1,cyclic_4_1,complete_1,unroll_8,pipeline,pipeline_1,unroll_8,pipeline,unroll,pipeline,23.75,0.6122172068646501,False
workload_2248.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,60,57,25,17,21,cyclic_16_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_4,pipeline,unroll_4,unroll_16,pipeline,pipeline,pipeline,30.0,0.474152700551843,False
workload_2249.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,60,43,1,6,77,block_2_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,complete_1,unroll_8,unroll_2,pipeline,unroll_4,unroll,pipeline_1,pipeline,31.75,0.439372091863266,False
